what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304096981287
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304096984486
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304096997121
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304096997304
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304096999811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097000001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097001636
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097001665
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097012013
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097012232
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097021393
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097039854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097040080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097041992
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097042050
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097049461
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097090201
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097097561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097104538
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097104624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304097106357
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097178401
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097185917
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097209305
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097214503
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097216399
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunFailedFirst",1304097217690
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097220808
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097226053
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097226091
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1304097232725
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097233165
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097235952
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097240778
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097243617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097252560
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097254116
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097254346
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097257369
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097257615
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097258245
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097258487
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097261228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097261456
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097267032
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097267224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097291890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097293193
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097293994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097371564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304097377178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304097380884
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097382491
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1304097385694
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097386196
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097389345
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097396293
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097396345
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097398913
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097495734
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.update",1304097499438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097499760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097501640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097506742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097507946
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.commit",1304097507957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097508636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097510947
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097606198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304097620486
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097621936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097625060
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097626094
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.commit",1304097626104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097626782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097628629
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097629213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1304097630342
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097632663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097637523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097638752
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.commit",1304097638764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097639406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097641223
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1304097654227
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097654742
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097657879
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097661613
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097681494
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1304097684806
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097685306
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1304097687963
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1304097690744
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097692523
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304097706520
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304097744219
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.update",1304097804518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097804820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097806362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097814316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097818334
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097827950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097831211
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1304097831219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097836600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097839820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097843485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097845435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097848918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097865248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097871579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097873170
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.update",1304097886244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097886576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097888493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097893361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097894403
executed,command,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui.commit",1304097894415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097895077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097905078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304097940503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098023174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098108836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098245155
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304098246048
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304098247294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098252901
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098253802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098255213
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098255980
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1304098353302
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1304098357098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098360212
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098361962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098363804
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098365019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098381318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098381489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098383309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098450426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098518460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098588634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098599239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098713075
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1304098713766
error,log,,,"Unhandled event loop exception",1304098714066
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1304098714109
stopped,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1304098714113
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1304098714113
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1304098714113
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1304098714113
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1304098714113
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1304098714113
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1304098714114
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1304098714128
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1304098714128
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1304098714128
stopped,bundle,org.eclipse.emf.compare.ui,1.1.2.v20110202-0936,"org.eclipse.emf.compare.ui",1304098714128
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1304098714128
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1304098714128
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1304098714155
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1304098714155
stopped,bundle,org.eclipse.emf.mint.ui,0.9.0.v201006142335,"org.eclipse.emf.mint.ui",1304098714165
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1304098714165
stopped,bundle,org.eclipse.xpand.ui,1.0.1.v201008251147,"org.eclipse.xpand.ui",1304098714165
stopped,bundle,org.eclipse.emf.generic.editor,1.0.0.v201008251147,"org.eclipse.emf.generic.editor",1304098714165
stopped,bundle,org.eclipse.xtend.check.ui,1.0.1.v201008251147,"org.eclipse.xtend.check.ui",1304098714165
stopped,bundle,org.eclipse.xtend.typesystem.emf.ui,1.0.1.v201008251147,"org.eclipse.xtend.typesystem.emf.ui",1304098714166
stopped,bundle,org.eclipse.xtend.typesystem.uml2.ui,1.0.1.v201008251147,"org.eclipse.xtend.typesystem.uml2.ui",1304098714166
stopped,bundle,org.eclipse.xtend.typesystem.xsd.ui,1.0.1.v201008251147,"org.eclipse.xtend.typesystem.xsd.ui",1304098714166
stopped,bundle,org.eclipse.xtend.ui,1.0.1.v201008251147,"org.eclipse.xtend.ui",1304098714166
stopped,bundle,org.eclipse.xtend.shared.ui,1.0.1.v201008251147,"org.eclipse.xtend.shared.ui",1304098714166
stopped,bundle,org.eclipse.emf.mwe.ui,1.0.2.v201102150556,"org.eclipse.emf.mwe.ui",1304098714166
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1304098714167
stopped,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1304098714167
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.9,"org.tigris.subversion.subclipse.graph",1304098714167
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1304098714167
stopped,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1304098714167
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1304098714181
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1304098714278
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1304098714284
stopped,bundle,org.eclipse.emf.cdo.ui.ide,3.0.0.v20110120-1046,"org.eclipse.emf.cdo.ui.ide",1304098714284
stopped,bundle,org.eclipse.emf.ecoretools,0.10.0.v20100615-1639,"org.eclipse.emf.ecoretools",1304098714284
stopped,bundle,org.eclipse.emf.ecoretools.diagram,0.10.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram",1304098714284
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1304098714284
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1304098714284
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1304098714286
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1304098714287
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1304098714287
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1304098714287
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1304098714287
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1304098714287
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1304098714287
